	
	SOLUTION::


     48.0399            0            0            0      -3.3929   0.00537688           -0    -0.879055   -0.0296797            0    -0.879167   -0.0296797  1.78839e-13    -0.879167   -0.0296797  1.78816e-13    -0.879055   -0.0296797
           0      48.0399            0       3.3929            0    -0.329417     0.864585  -0.00922618   0.00155016     0.864696   0.00921829  -0.00155016     0.864696   0.00921829  -0.00155016     0.864585  -0.00922618   0.00155016
           0            0      48.0399  -0.00537688     0.329417            0     0.538109     0.307447   -0.0516565    -0.538112     0.307184   -0.0516565     0.538112    -0.307184    0.0516565    -0.538109    -0.307447    0.0516565
           0       3.3929  -0.00537688      2.13313   0.00830952    0.0392462     0.368912    0.0698831   -0.0151111     0.369113   -0.0699073    0.0151111     0.369113   -0.0699073    0.0151111     0.368912    0.0698831   -0.0151111
     -3.3929            0     0.329417   0.00830952      4.89476 -6.40841e-05    -0.153326     0.168753    0.0366615     0.153203     0.168848    0.0366615     0.153203     0.168848    0.0366615    -0.153326     0.168753    0.0366615
  0.00537688    -0.329417            0    0.0392462 -6.40841e-05      5.03726     0.236192     0.214934   0.00981582     0.236629    -0.214927  -0.00981582    -0.236629     0.214927   0.00981582    -0.236192    -0.214934  -0.00981582
          -0     0.864585     0.538109     0.368912    -0.153326     0.236192     0.312949    0.0379086  -0.00973886            0            0            0            0            0            0            0            0            0
   -0.879055  -0.00922618     0.307447    0.0698831     0.168753     0.214934    0.0379086     0.283051    0.0182525            0            0            0            0            0            0            0            0            0
  -0.0296797   0.00155016   -0.0516565   -0.0151111    0.0366615   0.00981582  -0.00973886    0.0182525    0.0161971            0            0            0            0            0            0            0            0            0
           0     0.864696    -0.538112     0.369113     0.153203     0.236629            0            0            0     0.313149   -0.0379602   0.00973886            0            0            0            0            0            0
   -0.879167   0.00921829     0.307184   -0.0699073     0.168848    -0.214927            0            0            0   -0.0379602     0.283051    0.0182525            0            0            0            0            0            0
  -0.0296797  -0.00155016   -0.0516565    0.0151111    0.0366615  -0.00981582            0            0            0   0.00973886    0.0182525    0.0161971            0            0            0            0            0            0
 1.78839e-13     0.864696     0.538112     0.369113     0.153203    -0.236629            0            0            0            0            0            0     0.313149   -0.0379602   0.00973886            0            0            0
   -0.879167   0.00921829    -0.307184   -0.0699073     0.168848     0.214927            0            0            0            0            0            0   -0.0379602     0.283051    0.0182525            0            0            0
  -0.0296797  -0.00155016    0.0516565    0.0151111    0.0366615   0.00981582            0            0            0            0            0            0   0.00973886    0.0182525    0.0161971            0            0            0
 1.78816e-13     0.864585    -0.538109     0.368912    -0.153326    -0.236192            0            0            0            0            0            0            0            0            0     0.312949    0.0379086  -0.00973886
   -0.879055  -0.00922618    -0.307447    0.0698831     0.168753    -0.214934            0            0            0            0            0            0            0            0            0    0.0379086     0.283051    0.0182525
  -0.0296797   0.00155016    0.0516565   -0.0151111    0.0366615  -0.00981582            0            0            0            0            0            0            0            0            0  -0.00973886    0.0182525    0.0161971

	MY RESULT:

     48.0399            0            0           -0      -3.3929   0.00537688      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842
           0      48.0399            0       3.3929           -0    -0.329417      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842
           0            0      48.0399  -0.00537688     0.329417           -0      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842      6.44042      3.65942      0.58842
          -0       3.3929  -0.00537688      2.13313   0.00830952    0.0392462     0.368912     0.289009    0.0167282     0.369113      0.28921    0.0167282     0.369113      0.28921    0.0167282     0.368912     0.289009    0.0167282
     -3.3929           -0     0.329417   0.00830952      4.89476 -6.40841e-05     0.286679     0.167294    0.0366346      0.28691      0.16739    0.0366346      0.28691      0.16739    0.0366346     0.286679     0.167294    0.0366346
  0.00537688    -0.329417           -0    0.0392462 -6.40841e-05      5.03726     0.178498   -0.0227517    0.0226018     0.178527   -0.0228586    0.0226018     0.178527   -0.0228586    0.0226018     0.178498   -0.0227517    0.0226018
     6.44042      6.44042      6.44042     0.368912     0.286679     0.178498     0.312949    0.0379086  -0.00973886            0            0            0            0            0            0            0            0            0
     3.65942      3.65942      3.65942     0.289009     0.167294   -0.0227517    0.0379086     0.283051    0.0182525            0            0            0            0            0            0            0            0            0
     0.58842      0.58842      0.58842    0.0167282    0.0366346    0.0226018  -0.00973886    0.0182525    0.0161971            0            0            0            0            0            0            0            0            0
     6.44042      6.44042      6.44042     0.369113      0.28691     0.178527            0            0            0     0.313149   -0.0379602   0.00973886            0            0            0            0            0            0
     3.65942      3.65942      3.65942      0.28921      0.16739   -0.0228586            0            0            0   -0.0379602     0.283051    0.0182525            0            0            0            0            0            0
     0.58842      0.58842      0.58842    0.0167282    0.0366346    0.0226018            0            0            0   0.00973886    0.0182525    0.0161971            0            0            0            0            0            0
     6.44042      6.44042      6.44042     0.369113      0.28691     0.178527            0            0            0            0            0            0     0.313149   -0.0379602   0.00973886            0            0            0
     3.65942      3.65942      3.65942      0.28921      0.16739   -0.0228586            0            0            0            0            0            0   -0.0379602     0.283051    0.0182525            0            0            0
     0.58842      0.58842      0.58842    0.0167282    0.0366346    0.0226018            0            0            0            0            0            0   0.00973886    0.0182525    0.0161971            0            0            0
     6.44042      6.44042      6.44042     0.368912     0.286679     0.178498            0            0            0            0            0            0            0            0            0     0.312949    0.0379086  -0.00973886
     3.65942      3.65942      3.65942     0.289009     0.167294   -0.0227517            0            0            0            0            0            0            0            0            0    0.0379086     0.283051    0.0182525
     0.58842      0.58842      0.58842    0.0167282    0.0366346    0.0226018            0            0            0            0            0            0            0            0            0  -0.00973886    0.0182525    0.0161971